item_id,definition,language,form,type,category,lexical_category,lexical_class,uni_lemma,complexity_category,num_item_id
item_404,bring,English (American),WS,word,action_words,predicates,verbs,bring,,404
item_405,build,English (American),WS,word,action_words,predicates,verbs,build,,405
item_406,bump,English (American),WS,word,action_words,predicates,verbs,bump,,406
item_407,buy,English (American),WS,word,action_words,predicates,verbs,buy,,407
item_408,carry,English (American),WS,word,action_words,predicates,verbs,carry,,408
item_409,catch,English (American),WS,word,action_words,predicates,verbs,catch,,409
item_410,chase,English (American),WS,word,action_words,predicates,verbs,chase,,410
item_411,clap,English (American),WS,word,action_words,predicates,verbs,clap,,411
item_412,clean (action),English (American),WS,word,action_words,predicates,verbs,clean (action),,412
item_413,climb,English (American),WS,word,action_words,predicates,verbs,climb,,413
item_414,close,English (American),WS,word,action_words,predicates,verbs,close,,414
item_415,cook,English (American),WS,word,action_words,predicates,verbs,cook,,415
item_416,cover,English (American),WS,word,action_words,predicates,verbs,cover (action),,416
item_417,cry,English (American),WS,word,action_words,predicates,verbs,cry,,417
item_418,cut,English (American),WS,word,action_words,predicates,verbs,cut,,418
item_419,dance,English (American),WS,word,action_words,predicates,verbs,dance,,419
item_420,draw,English (American),WS,word,action_words,predicates,verbs,draw,,420
item_421,drink (action),English (American),WS,word,action_words,predicates,verbs,drink (action),,421
item_422,drive,English (American),WS,word,action_words,predicates,verbs,drive,,422
item_423,drop,English (American),WS,word,action_words,predicates,verbs,drop,,423
item_424,dry (action),English (American),WS,word,action_words,predicates,verbs,dry (action),,424
item_425,dump,English (American),WS,word,action_words,predicates,verbs,dump,,425
item_426,eat,English (American),WS,word,action_words,predicates,verbs,eat,,426
item_427,fall,English (American),WS,word,action_words,predicates,verbs,fall,,427
item_428,feed,English (American),WS,word,action_words,predicates,verbs,feed,,428
item_429,find,English (American),WS,word,action_words,predicates,verbs,find,,429
item_430,finish,English (American),WS,word,action_words,predicates,verbs,finish,,430
item_431,fit,English (American),WS,word,action_words,predicates,verbs,fit,,431
item_432,fix,English (American),WS,word,action_words,predicates,verbs,fix,,432
item_433,get,English (American),WS,word,action_words,predicates,verbs,get,,433
item_434,give,English (American),WS,word,action_words,predicates,verbs,give,,434
item_435,go,English (American),WS,word,action_words,predicates,verbs,go,,435
item_436,hate,English (American),WS,word,action_words,predicates,verbs,hate,,436
item_437,have,English (American),WS,word,action_words,predicates,verbs,have,,437
item_438,hear,English (American),WS,word,action_words,predicates,verbs,hear,,438
item_439,help,English (American),WS,word,action_words,predicates,verbs,help,,439
item_440,hide,English (American),WS,word,action_words,predicates,verbs,hide,,440
item_441,hit,English (American),WS,word,action_words,predicates,verbs,hit,,441
item_442,hold,English (American),WS,word,action_words,predicates,verbs,hold,,442
item_443,hug,English (American),WS,word,action_words,predicates,verbs,hug,,443
item_444,hurry,English (American),WS,word,action_words,predicates,verbs,hurry,,444
item_445,jump,English (American),WS,word,action_words,predicates,verbs,jump,,445
item_446,kick,English (American),WS,word,action_words,predicates,verbs,kick,,446
item_447,kiss,English (American),WS,word,action_words,predicates,verbs,kiss,,447
item_448,knock,English (American),WS,word,action_words,predicates,verbs,knock,,448
item_449,lick,English (American),WS,word,action_words,predicates,verbs,lick,,449
item_450,like,English (American),WS,word,action_words,predicates,verbs,like (action),,450
item_451,listen,English (American),WS,word,action_words,predicates,verbs,listen,,451
item_452,look,English (American),WS,word,action_words,predicates,verbs,look,,452
item_453,love,English (American),WS,word,action_words,predicates,verbs,love,,453
item_454,make,English (American),WS,word,action_words,predicates,verbs,make,,454
item_455,open,English (American),WS,word,action_words,predicates,verbs,open (action),,455
item_456,paint,English (American),WS,word,action_words,predicates,verbs,paint (action),,456
item_457,pick,English (American),WS,word,action_words,predicates,verbs,pick,,457
item_458,play,English (American),WS,word,action_words,predicates,verbs,play,,458
item_459,pour,English (American),WS,word,action_words,predicates,verbs,pour,,459
item_460,pretend,English (American),WS,word,action_words,predicates,verbs,pretend,,460
item_461,pull,English (American),WS,word,action_words,predicates,verbs,pull,,461
item_462,push,English (American),WS,word,action_words,predicates,verbs,push,,462
item_463,put,English (American),WS,word,action_words,predicates,verbs,put,,463
item_464,read,English (American),WS,word,action_words,predicates,verbs,read,,464
item_465,ride,English (American),WS,word,action_words,predicates,verbs,ride,,465
item_466,rip,English (American),WS,word,action_words,predicates,verbs,rip,,466
item_467,run,English (American),WS,word,action_words,predicates,verbs,run,,467
item_468,say,English (American),WS,word,action_words,predicates,verbs,say,,468
item_469,see,English (American),WS,word,action_words,predicates,verbs,see,,469
item_470,shake,English (American),WS,word,action_words,predicates,verbs,shake,,470
item_471,share,English (American),WS,word,action_words,predicates,verbs,share,,471
item_472,show,English (American),WS,word,action_words,predicates,verbs,show,,472
item_473,sing,English (American),WS,word,action_words,predicates,verbs,sing,,473
item_474,sit,English (American),WS,word,action_words,predicates,verbs,sit,,474
item_475,skate,English (American),WS,word,action_words,predicates,verbs,skate,,475
item_476,sleep,English (American),WS,word,action_words,predicates,verbs,sleep,,476
item_477,slide (action),English (American),WS,word,action_words,predicates,verbs,slide (action),,477
item_478,smile,English (American),WS,word,action_words,predicates,verbs,smile,,478
item_479,spill,English (American),WS,word,action_words,predicates,verbs,spill,,479
item_480,splash,English (American),WS,word,action_words,predicates,verbs,splash,,480
item_481,stand,English (American),WS,word,action_words,predicates,verbs,stand,,481
item_482,stay,English (American),WS,word,action_words,predicates,verbs,stay,,482
item_483,stop,English (American),WS,word,action_words,predicates,verbs,stop,,483
item_484,sweep,English (American),WS,word,action_words,predicates,verbs,sweep,,484
item_485,swim,English (American),WS,word,action_words,predicates,verbs,swim,,485
item_486,swing (action),English (American),WS,word,action_words,predicates,verbs,swing (action),,486
item_487,take,English (American),WS,word,action_words,predicates,verbs,take,,487
item_488,talk,English (American),WS,word,action_words,predicates,verbs,talk,,488
item_489,taste,English (American),WS,word,action_words,predicates,verbs,taste,,489
item_490,tear,English (American),WS,word,action_words,predicates,verbs,tear,,490
item_491,think,English (American),WS,word,action_words,predicates,verbs,think,,491
item_492,throw,English (American),WS,word,action_words,predicates,verbs,throw,,492
item_493,tickle,English (American),WS,word,action_words,predicates,verbs,tickle,,493
item_494,touch,English (American),WS,word,action_words,predicates,verbs,touch,,494
item_495,wait,English (American),WS,word,action_words,predicates,verbs,wait,,495
item_496,wake,English (American),WS,word,action_words,predicates,verbs,wake,,496
item_497,walk,English (American),WS,word,action_words,predicates,verbs,walk,,497
item_498,wash,English (American),WS,word,action_words,predicates,verbs,wash,,498
item_499,watch (action),English (American),WS,word,action_words,predicates,verbs,watch (action),,499
item_500,wipe,English (American),WS,word,action_words,predicates,verbs,wipe,,500
item_501,wish,English (American),WS,word,action_words,predicates,verbs,wish,,501
item_502,work (action),English (American),WS,word,action_words,predicates,verbs,work (action),,502
item_503,write,English (American),WS,word,action_words,predicates,verbs,write,,503
item_504,all gone,English (American),WS,word,descriptive_words,predicates,adjectives,all gone,,504
item_505,asleep,English (American),WS,word,descriptive_words,predicates,adjectives,asleep,,505
item_506,awake,English (American),WS,word,descriptive_words,predicates,adjectives,awake,,506
item_507,bad,English (American),WS,word,descriptive_words,predicates,adjectives,bad,,507
item_508,better,English (American),WS,word,descriptive_words,predicates,adjectives,better,,508
item_509,big,English (American),WS,word,descriptive_words,predicates,adjectives,big,,509
item_510,black,English (American),WS,word,descriptive_words,predicates,adjectives,black,,510
item_511,blue,English (American),WS,word,descriptive_words,predicates,adjectives,blue,,511
item_512,broken,English (American),WS,word,descriptive_words,predicates,adjectives,broken,,512
item_513,brown,English (American),WS,word,descriptive_words,predicates,adjectives,brown,,513
item_514,careful,English (American),WS,word,descriptive_words,predicates,adjectives,careful,,514
item_515,clean (description),English (American),WS,word,descriptive_words,predicates,adjectives,clean (description),,515
item_516,cold,English (American),WS,word,descriptive_words,predicates,adjectives,cold,,516
item_517,cute,English (American),WS,word,descriptive_words,predicates,adjectives,cute,,517
item_518,dark,English (American),WS,word,descriptive_words,predicates,adjectives,dark,,518
item_519,dirty,English (American),WS,word,descriptive_words,predicates,adjectives,dirty,,519
item_520,dry (description),English (American),WS,word,descriptive_words,predicates,adjectives,dry (description),,520
item_521,empty,English (American),WS,word,descriptive_words,predicates,adjectives,empty,,521
item_522,fast,English (American),WS,word,descriptive_words,predicates,adjectives,fast,,522
item_523,fine,English (American),WS,word,descriptive_words,predicates,adjectives,fine,,523
item_524,first,English (American),WS,word,descriptive_words,predicates,adjectives,first,,524
item_525,full,English (American),WS,word,descriptive_words,predicates,adjectives,full,,525
item_526,gentle,English (American),WS,word,descriptive_words,predicates,adjectives,gentle,,526
item_527,good,English (American),WS,word,descriptive_words,predicates,adjectives,good,,527
item_528,green,English (American),WS,word,descriptive_words,predicates,adjectives,green,,528
item_529,happy,English (American),WS,word,descriptive_words,predicates,adjectives,happy,,529
item_530,hard,English (American),WS,word,descriptive_words,predicates,adjectives,hard,,530
item_531,heavy,English (American),WS,word,descriptive_words,predicates,adjectives,heavy,,531
item_532,high,English (American),WS,word,descriptive_words,predicates,adjectives,high,,532
item_533,hot,English (American),WS,word,descriptive_words,predicates,adjectives,hot,,533
item_534,hungry,English (American),WS,word,descriptive_words,predicates,adjectives,hungry,,534
item_535,hurt,English (American),WS,word,descriptive_words,predicates,adjectives,hurt (description),,535
item_536,last,English (American),WS,word,descriptive_words,predicates,adjectives,last,,536
item_537,little (description),English (American),WS,word,descriptive_words,predicates,adjectives,little (description),,537
item_538,long,English (American),WS,word,descriptive_words,predicates,adjectives,long,,538
item_539,loud,English (American),WS,word,descriptive_words,predicates,adjectives,loud,,539
item_540,mad,English (American),WS,word,descriptive_words,predicates,adjectives,mad,,540
item_541,naughty,English (American),WS,word,descriptive_words,predicates,adjectives,naughty,,541
item_542,new,English (American),WS,word,descriptive_words,predicates,adjectives,new,,542
item_543,nice,English (American),WS,word,descriptive_words,predicates,adjectives,nice,,543
item_544,noisy,English (American),WS,word,descriptive_words,predicates,adjectives,noisy,,544
item_545,old,English (American),WS,word,descriptive_words,predicates,adjectives,old,,545
item_546,orange (description),English (American),WS,word,descriptive_words,predicates,adjectives,orange (description),,546
item_547,poor,English (American),WS,word,descriptive_words,predicates,adjectives,poor,,547
item_548,pretty,English (American),WS,word,descriptive_words,predicates,adjectives,pretty,,548
item_549,quiet,English (American),WS,word,descriptive_words,predicates,adjectives,quiet,,549
item_550,red,English (American),WS,word,descriptive_words,predicates,adjectives,red,,550
item_551,sad,English (American),WS,word,descriptive_words,predicates,adjectives,sad,,551
item_552,scared,English (American),WS,word,descriptive_words,predicates,adjectives,scared,,552
item_553,sick,English (American),WS,word,descriptive_words,predicates,adjectives,sick,,553
item_554,sleepy,English (American),WS,word,descriptive_words,predicates,adjectives,sleepy,,554
item_555,slow,English (American),WS,word,descriptive_words,predicates,adjectives,slow,,555
item_556,soft,English (American),WS,word,descriptive_words,predicates,adjectives,soft,,556
item_557,sticky,English (American),WS,word,descriptive_words,predicates,adjectives,sticky,,557
item_558,stuck,English (American),WS,word,descriptive_words,predicates,adjectives,stuck,,558
item_559,thirsty,English (American),WS,word,descriptive_words,predicates,adjectives,thirsty,,559
item_560,tiny,English (American),WS,word,descriptive_words,predicates,adjectives,tiny,,560
item_561,tired,English (American),WS,word,descriptive_words,predicates,adjectives,tired,,561
item_562,wet,English (American),WS,word,descriptive_words,predicates,adjectives,wet (description),,562
item_563,white,English (American),WS,word,descriptive_words,predicates,adjectives,white,,563
item_564,windy,English (American),WS,word,descriptive_words,predicates,adjectives,windy,,564
item_565,yellow,English (American),WS,word,descriptive_words,predicates,adjectives,yellow,,565
item_566,yucky,English (American),WS,word,descriptive_words,predicates,adjectives,yucky,,566
item_567,after,English (American),WS,word,time_words,other,other,after,,567
item_568,before,English (American),WS,word,time_words,other,other,before,,568
item_569,day,English (American),WS,word,time_words,other,other,day,,569
item_570,later,English (American),WS,word,time_words,other,other,later,,570
item_571,morning,English (American),WS,word,time_words,other,other,morning,,571
item_572,night,English (American),WS,word,time_words,other,other,night,,572
item_573,now,English (American),WS,word,time_words,other,other,now,,573
item_574,time,English (American),WS,word,time_words,other,other,time,,574
item_575,today,English (American),WS,word,time_words,other,other,today,,575
item_576,tomorrow,English (American),WS,word,time_words,other,other,tomorrow,,576
item_577,tonight,English (American),WS,word,time_words,other,other,tonight,,577
item_578,yesterday,English (American),WS,word,time_words,other,other,yesterday,,578
item_579,he,English (American),WS,word,pronouns,function_words,function_words,he,,579
item_580,her,English (American),WS,word,pronouns,function_words,function_words,her,,580
item_581,hers,English (American),WS,word,pronouns,function_words,function_words,hers,,581
item_582,him,English (American),WS,word,pronouns,function_words,function_words,him,,582
item_583,his,English (American),WS,word,pronouns,function_words,function_words,his,,583
item_584,I,English (American),WS,word,pronouns,function_words,function_words,i,,584
item_585,it,English (American),WS,word,pronouns,function_words,function_words,it,,585
item_586,me,English (American),WS,word,pronouns,function_words,function_words,me,,586
item_587,mine,English (American),WS,word,pronouns,function_words,function_words,mine,,587
item_588,my,English (American),WS,word,pronouns,function_words,function_words,my,,588
item_589,myself,English (American),WS,word,pronouns,function_words,function_words,myself,,589
item_590,our,English (American),WS,word,pronouns,function_words,function_words,our,,590
item_591,she,English (American),WS,word,pronouns,function_words,function_words,she,,591
item_592,that,English (American),WS,word,pronouns,function_words,function_words,that,,592
item_593,their,English (American),WS,word,pronouns,function_words,function_words,their,,593
item_594,them,English (American),WS,word,pronouns,function_words,function_words,them,,594
item_595,these,English (American),WS,word,pronouns,function_words,function_words,these,,595
item_596,they,English (American),WS,word,pronouns,function_words,function_words,they,,596
item_597,this,English (American),WS,word,pronouns,function_words,function_words,this,,597
item_598,those,English (American),WS,word,pronouns,function_words,function_words,those,,598
item_599,us,English (American),WS,word,pronouns,function_words,function_words,us,,599
item_600,we,English (American),WS,word,pronouns,function_words,function_words,we,,600
item_601,you,English (American),WS,word,pronouns,function_words,function_words,you,,601
item_602,your,English (American),WS,word,pronouns,function_words,function_words,your,,602
item_603,yourself,English (American),WS,word,pronouns,function_words,function_words,yourself,,603
item_604,how,English (American),WS,word,question_words,function_words,function_words,how,,604
item_605,what,English (American),WS,word,question_words,function_words,function_words,what,,605
item_606,when,English (American),WS,word,question_words,function_words,function_words,when (question),,606
item_607,where,English (American),WS,word,question_words,function_words,function_words,where (question),,607
item_608,which,English (American),WS,word,question_words,function_words,function_words,which (question),,608
item_609,who,English (American),WS,word,question_words,function_words,function_words,who,,609
item_610,why,English (American),WS,word,question_words,function_words,function_words,why,,610
item_611,about,English (American),WS,word,locations,function_words,function_words,about,,611
item_612,above,English (American),WS,word,locations,function_words,function_words,above,,612
item_613,around,English (American),WS,word,locations,function_words,function_words,around,,613
item_614,at,English (American),WS,word,locations,function_words,function_words,at,,614
item_615,away,English (American),WS,word,locations,function_words,function_words,away,,615
item_616,back,English (American),WS,word,locations,function_words,function_words,back (location),,616
item_617,behind,English (American),WS,word,locations,function_words,function_words,behind,,617
item_618,beside,English (American),WS,word,locations,function_words,function_words,beside,,618
item_619,by,English (American),WS,word,locations,function_words,function_words,by,,619
item_620,down,English (American),WS,word,locations,function_words,function_words,down,,620
item_621,for,English (American),WS,word,locations,function_words,function_words,for,,621
item_622,here,English (American),WS,word,locations,function_words,function_words,here,,622
item_623,inside/in,English (American),WS,word,locations,function_words,function_words,in,,623
item_624,into,English (American),WS,word,locations,function_words,function_words,into,,624
item_625,next to,English (American),WS,word,locations,function_words,function_words,next to,,625
item_626,of,English (American),WS,word,locations,function_words,function_words,of,,626
item_627,off,English (American),WS,word,locations,function_words,function_words,off,,627
item_628,on,English (American),WS,word,locations,function_words,function_words,on,,628
item_629,on top of,English (American),WS,word,locations,function_words,function_words,on top of,,629
item_630,out,English (American),WS,word,locations,function_words,function_words,out,,630
item_631,over,English (American),WS,word,locations,function_words,function_words,over,,631
item_632,there,English (American),WS,word,locations,function_words,function_words,there,,632
item_633,to,English (American),WS,word,locations,function_words,function_words,to,,633
item_634,under,English (American),WS,word,locations,function_words,function_words,under,,634
item_635,up,English (American),WS,word,locations,function_words,function_words,up,,635
item_636,with,English (American),WS,word,locations,function_words,function_words,with,,636
item_637,a,English (American),WS,word,quantifiers,function_words,function_words,a,,637
item_638,all,English (American),WS,word,quantifiers,function_words,function_words,all,,638
item_639,a lot,English (American),WS,word,quantifiers,function_words,function_words,a lot,,639
item_640,an,English (American),WS,word,quantifiers,function_words,function_words,a,,640
item_641,another,English (American),WS,word,quantifiers,function_words,function_words,another,,641
item_642,any,English (American),WS,word,quantifiers,function_words,function_words,any,,642
item_643,each,English (American),WS,word,quantifiers,function_words,function_words,each,,643
item_644,every,English (American),WS,word,quantifiers,function_words,function_words,every,,644
item_645,more,English (American),WS,word,quantifiers,function_words,function_words,more,,645
item_646,much,English (American),WS,word,quantifiers,function_words,function_words,much,,646
item_647,none,English (American),WS,word,quantifiers,function_words,function_words,none,,647
item_648,not,English (American),WS,word,quantifiers,function_words,function_words,not,,648
item_649,other,English (American),WS,word,quantifiers,function_words,function_words,other,,649
item_650,same,English (American),WS,word,quantifiers,function_words,function_words,same,,650
item_651,some,English (American),WS,word,quantifiers,function_words,function_words,some,,651
item_652,the,English (American),WS,word,quantifiers,function_words,function_words,the,,652
item_653,too,English (American),WS,word,quantifiers,function_words,function_words,too,,653
item_654,am,English (American),WS,word,helping_verbs,function_words,function_words,am,,654
item_655,are,English (American),WS,word,helping_verbs,function_words,function_words,are,,655
item_656,be,English (American),WS,word,helping_verbs,function_words,function_words,be,,656
item_657,can (auxiliary),English (American),WS,word,helping_verbs,function_words,function_words,can (auxiliary),,657
item_658,could,English (American),WS,word,helping_verbs,function_words,function_words,could,,658
item_659,did/did ya,English (American),WS,word,helping_verbs,function_words,function_words,did,,659
item_660,do,English (American),WS,word,helping_verbs,function_words,function_words,do,,660
item_661,does,English (American),WS,word,helping_verbs,function_words,function_words,does,,661
item_662,don't,English (American),WS,word,helping_verbs,function_words,function_words,don't,,662
item_663,gonna/going to,English (American),WS,word,helping_verbs,function_words,function_words,gonna,,663
item_664,gotta/got to,English (American),WS,word,helping_verbs,function_words,function_words,gotta,,664
item_665,hafta/have to,English (American),WS,word,helping_verbs,function_words,function_words,hafta,,665
item_666,is,English (American),WS,word,helping_verbs,function_words,function_words,is,,666
item_667,lemme/let me,English (American),WS,word,helping_verbs,function_words,function_words,lemme,,667
item_668,need/need to,English (American),WS,word,helping_verbs,function_words,function_words,need,,668
item_669,try/try to,English (American),WS,word,helping_verbs,function_words,function_words,try,,669
item_670,wanna/want to,English (American),WS,word,helping_verbs,function_words,function_words,wanna,,670
item_671,was,English (American),WS,word,helping_verbs,function_words,function_words,was,,671
item_672,were,English (American),WS,word,helping_verbs,function_words,function_words,were,,672
item_673,will,English (American),WS,word,helping_verbs,function_words,function_words,will,,673
item_674,would,English (American),WS,word,helping_verbs,function_words,function_words,would,,674
item_675,and,English (American),WS,word,connecting_words,function_words,function_words,and,,675
item_676,because,English (American),WS,word,connecting_words,function_words,function_words,because,,676
item_677,but,English (American),WS,word,connecting_words,function_words,function_words,but,,677
item_678,if,English (American),WS,word,connecting_words,function_words,function_words,if,,678
item_679,so,English (American),WS,word,connecting_words,function_words,function_words,so,,679
item_680,then,English (American),WS,word,connecting_words,function_words,function_words,then,,680
item_681,does your child ever talk about past events or people who are not present?,English (American),WS,how_use_words,NA,NA,NA,NA,,681
item_682,does your child ever talk about something that's going to happen in the future?,English (American),WS,how_use_words,NA,NA,NA,NA,,682
item_683,does your child talk a bout objects that are not present?,English (American),WS,how_use_words,NA,NA,NA,NA,,683
item_684,does your child understand if you ask for something that is not in the room?,English (American),WS,how_use_words,NA,NA,NA,NA,,684
item_685,does your child ever pick up or point to an object and name an absent person to whom the object belongs?,English (American),WS,how_use_words,NA,NA,NA,NA,,685
item_686,splural,English (American),WS,word_endings,NA,NA,NA,NA,,686
item_687,spossess,English (American),WS,word_endings,NA,NA,NA,NA,,687
item_688,ing,English (American),WS,word_endings,NA,NA,NA,NA,,688
item_689,ed,English (American),WS,word_endings,NA,NA,NA,NA,,689
item_690,children,English (American),WS,word_forms_nouns,NA,NA,NA,NA,,690
item_691,feet,English (American),WS,word_forms_nouns,NA,NA,NA,NA,,691
item_692,men,English (American),WS,word_forms_nouns,NA,NA,NA,NA,,692
item_693,mice,English (American),WS,word_forms_nouns,NA,NA,NA,NA,,693
item_694,teeth,English (American),WS,word_forms_nouns,NA,NA,NA,NA,,694
item_695,ate,English (American),WS,word_forms_verbs,NA,NA,NA,NA,,695
item_696,blew,English (American),WS,word_forms_verbs,NA,NA,NA,NA,,696
item_697,bought,English (American),WS,word_forms_verbs,NA,NA,NA,NA,,697
item_698,broke,English (American),WS,word_forms_verbs,NA,NA,NA,NA,,698
item_699,came,English (American),WS,word_forms_verbs,NA,NA,NA,NA,,699
item_700,drank,English (American),WS,word_forms_verbs,NA,NA,NA,NA,,700
item_701,drove,English (American),WS,word_forms_verbs,NA,NA,NA,NA,,701
item_702,fell,English (American),WS,word_forms_verbs,NA,NA,NA,NA,,702
item_703,flew,English (American),WS,word_forms_verbs,NA,NA,NA,NA,,703
item_704,got,English (American),WS,word_forms_verbs,NA,NA,NA,NA,,704
item_705,had,English (American),WS,word_forms_verbs,NA,NA,NA,NA,,705
item_706,heard,English (American),WS,word_forms_verbs,NA,NA,NA,NA,,706
item_707,held,English (American),WS,word_forms_verbs,NA,NA,NA,NA,,707
item_708,lost,English (American),WS,word_forms_verbs,NA,NA,NA,NA,,708
item_709,made,English (American),WS,word_forms_verbs,NA,NA,NA,NA,,709
item_710,ran,English (American),WS,word_forms_verbs,NA,NA,NA,NA,,710
item_711,sat,English (American),WS,word_forms_verbs,NA,NA,NA,NA,,711
item_712,saw,English (American),WS,word_forms_verbs,NA,NA,NA,NA,,712
item_713,took,English (American),WS,word_forms_verbs,NA,NA,NA,NA,,713
item_714,went,English (American),WS,word_forms_verbs,NA,NA,NA,NA,,714
item_715,blockses,English (American),WS,word_endings_nouns,NA,NA,NA,NA,,715
item_716,childrens,English (American),WS,word_endings_nouns,NA,NA,NA,NA,,716
item_717,childs,English (American),WS,word_endings_nouns,NA,NA,NA,NA,,717
item_718,feets,English (American),WS,word_endings_nouns,NA,NA,NA,NA,,718
item_719,foots,English (American),WS,word_endings_nouns,NA,NA,NA,NA,,719
item_720,mans,English (American),WS,word_endings_nouns,NA,NA,NA,NA,,720
item_721,mens,English (American),WS,word_endings_nouns,NA,NA,NA,NA,,721
item_722,mices,English (American),WS,word_endings_nouns,NA,NA,NA,NA,,722
item_723,mouses,English (American),WS,word_endings_nouns,NA,NA,NA,NA,,723
item_724,shoeses,English (American),WS,word_endings_nouns,NA,NA,NA,NA,,724
item_725,sockses,English (American),WS,word_endings_nouns,NA,NA,NA,NA,,725
item_726,teeths,English (American),WS,word_endings_nouns,NA,NA,NA,NA,,726
item_727,toeses,English (American),WS,word_endings_nouns,NA,NA,NA,NA,,727
item_728,tooths,English (American),WS,word_endings_nouns,NA,NA,NA,NA,,728
item_729,ated,English (American),WS,word_endings_verbs,NA,NA,NA,NA,,729
item_730,blewed,English (American),WS,word_endings_verbs,NA,NA,NA,NA,,730
item_731,blowed,English (American),WS,word_endings_verbs,NA,NA,NA,NA,,731
item_732,bringed,English (American),WS,word_endings_verbs,NA,NA,NA,NA,,732
item_733,buyed,English (American),WS,word_endings_verbs,NA,NA,NA,NA,,733
item_734,breaked,English (American),WS,word_endings_verbs,NA,NA,NA,NA,,734
item_735,broked,English (American),WS,word_endings_verbs,NA,NA,NA,NA,,735
item_736,camed,English (American),WS,word_endings_verbs,NA,NA,NA,NA,,736
item_737,comed,English (American),WS,word_endings_verbs,NA,NA,NA,NA,,737
item_738,doed,English (American),WS,word_endings_verbs,NA,NA,NA,NA,,738
item_739,dranked,English (American),WS,word_endings_verbs,NA,NA,NA,NA,,739
item_740,drinked,English (American),WS,word_endings_verbs,NA,NA,NA,NA,,740
item_741,eated,English (American),WS,word_endings_verbs,NA,NA,NA,NA,,741
item_742,falled,English (American),WS,word_endings_verbs,NA,NA,NA,NA,,742
item_743,flied,English (American),WS,word_endings_verbs,NA,NA,NA,NA,,743
item_744,getted,English (American),WS,word_endings_verbs,NA,NA,NA,NA,,744
item_745,goed,English (American),WS,word_endings_verbs,NA,NA,NA,NA,,745
item_746,gotted,English (American),WS,word_endings_verbs,NA,NA,NA,NA,,746
item_747,haved,English (American),WS,word_endings_verbs,NA,NA,NA,NA,,747
item_748,heared,English (American),WS,word_endings_verbs,NA,NA,NA,NA,,748
item_749,holded,English (American),WS,word_endings_verbs,NA,NA,NA,NA,,749
item_750,losed,English (American),WS,word_endings_verbs,NA,NA,NA,NA,,750
item_751,losted,English (American),WS,word_endings_verbs,NA,NA,NA,NA,,751
item_752,maked,English (American),WS,word_endings_verbs,NA,NA,NA,NA,,752
item_753,ranned,English (American),WS,word_endings_verbs,NA,NA,NA,NA,,753
item_754,runned,English (American),WS,word_endings_verbs,NA,NA,NA,NA,,754
item_755,seed,English (American),WS,word_endings_verbs,NA,NA,NA,NA,,755
item_756,satted,English (American),WS,word_endings_verbs,NA,NA,NA,NA,,756
item_757,sitted,English (American),WS,word_endings_verbs,NA,NA,NA,NA,,757
item_758,taked,English (American),WS,word_endings_verbs,NA,NA,NA,NA,,758
item_759,wented,English (American),WS,word_endings_verbs,NA,NA,NA,NA,,759
item_760,has your child begun to combine word yet?,English (American),WS,combine,NA,NA,NA,NA,,760
item_761,two shoe / two shoes,English (American),WS,complexity,NA,NA,NA,NA,morphology,761
item_762,two foot / two feet,English (American),WS,complexity,NA,NA,NA,NA,morphology,762
item_763,daddy car / daddy's car,English (American),WS,complexity,NA,NA,NA,NA,morphology,763
item_764,kitty sleep / kitty sleeping,English (American),WS,complexity,NA,NA,NA,NA,morphology,764
item_765,I make tower / I making tower,English (American),WS,complexity,NA,NA,NA,NA,morphology,765
item_766,I fall down / I fell down,English (American),WS,complexity,NA,NA,NA,NA,morphology,766
item_767,more cookie / more cookies,English (American),WS,complexity,NA,NA,NA,NA,morphology,767
item_768,these my tooth / these my teeth,English (American),WS,complexity,NA,NA,NA,NA,morphology,768
item_769,baby blanket / baby's blanket,English (American),WS,complexity,NA,NA,NA,NA,morphology,769
item_770,doggie kiss me / doggie kissed me,English (American),WS,complexity,NA,NA,NA,NA,morphology,770
item_771,daddy pick me up / daddy picked me up,English (American),WS,complexity,NA,NA,NA,NA,morphology,771
item_772,kitty go away / kitty went away,English (American),WS,complexity,NA,NA,NA,NA,morphology,772
item_773,doggie table / doggie on table,English (American),WS,complexity,NA,NA,NA,NA,syntax,773
item_774,that my truck / that's my truck,English (American),WS,complexity,NA,NA,NA,NA,syntax,774
item_775,baby crying / baby is crying,English (American),WS,complexity,NA,NA,NA,NA,syntax,775
item_776,you fix it / can you fix it,English (American),WS,complexity,NA,NA,NA,NA,syntax,776
item_777,read me story Mommy / read me a story Mommy,English (American),WS,complexity,NA,NA,NA,NA,syntax,777
item_778,no wash dolly / don't wash dolly,English (American),WS,complexity,NA,NA,NA,NA,syntax,778
item_779,want more juice / want juice in there,English (American),WS,complexity,NA,NA,NA,NA,syntax,779
item_780,there a kitty / there's a kitty,English (American),WS,complexity,NA,NA,NA,NA,syntax,780
item_781,go bye-bye / wanna go bye-bye,English (American),WS,complexity,NA,NA,NA,NA,syntax,781
item_782,where mommy go / where did mommy go,English (American),WS,complexity,NA,NA,NA,NA,syntax,782
item_783,coffee hot / that coffee hot,English (American),WS,complexity,NA,NA,NA,NA,syntax,783
item_784,I no do it / I can't do it,English (American),WS,complexity,NA,NA,NA,NA,syntax,784
item_785,I like read stories / I like to read stories,English (American),WS,complexity,NA,NA,NA,NA,syntax,785
item_786,don't read book / don't want you read that book,English (American),WS,complexity,NA,NA,NA,NA,syntax,786
